event_key,team_key,opr,qual_ranking,alliance,pick,status,week,state_prov
2017abca,frc1482,53.52820462748391,27,1,2,won,5,AB
2017abca,frc2122,157.4509876182293,1,1,0,won,5,AB
2017abca,frc2130,88.1504420762784,10,2,1,eliminated,5,AB
2017abca,frc216,123.03244819737628,9,6,1,eliminated,5,AB
2017abca,frc244,112.1088988355674,4,3,1,eliminated,5,AB
2017abca,frc288,102.26442019790375,7,4,1,eliminated,5,AB
2017abca,frc3216,64.72561489227785,43,None,None,None,5,AB
2017abca,frc3354,78.13104430902564,15,8,1,eliminated,5,AB
2017abca,frc3933,71.8948810947699,12,8,0,eliminated,5,AB
2017abca,frc4010,100.34966130037586,26,8,2,eliminated,5,AB
2017abca,frc4191,44.14502273428451,20,3,2,eliminated,5,AB
2017abca,frc4334,105.40988743859225,13,1,1,won,5,AB
2017abca,frc4604,62.468956224149096,22,4,2,eliminated,5,AB
2017abca,frc4625,8.727752210742953,42,None,None,None,5,AB
2017abca,frc4627,90.04132442941668,2,2,0,eliminated,5,AB
2017abca,frc4634,48.88027958781191,21,None,None,None,5,AB
2017abca,frc4733,56.871999180464215,23,None,None,None,5,AB
2017abca,frc4774,81.53038261423733,5,4,0,eliminated,5,AB
2017abca,frc5015,131.92938534180453,3,3,0,eliminated,5,AB
2017abca,frc5078,62.29293214459966,29,5,2,eliminated,5,AB
2017abca,frc5118,50.50649888028921,30,None,None,None,5,AB
2017abca,frc5515,90.68388982124429,35,6,2,eliminated,5,AB
2017abca,frc5597,16.55503716138336,47,None,None,None,5,AB
2017abca,frc5630,62.80086370464893,38,2,2,eliminated,5,AB
2017abca,frc5725,77.57547176200163,36,None,None,None,5,AB
2017abca,frc5883,37.73754984979744,33,None,None,None,5,AB
2017abca,frc5897,113.00795668306866,6,5,0,eliminated,5,AB
2017abca,frc6008,65.75206809340122,14,7,1,eliminated,5,AB
2017abca,frc6041,32.818242667694435,34,None,None,None,5,AB
2017abca,frc6169,22.11658633494244,24,None,None,None,5,AB
2017abca,frc6178,12.80289141043212,46,None,None,None,5,AB
2017abca,frc6188,43.391272955438936,31,None,None,None,5,AB
2017abca,frc6351,49.71213424948087,44,None,None,None,5,AB
2017abca,frc6364,39.002772915155774,39,None,None,None,5,AB
2017abca,frc6390,74.03521533076298,17,7,2,eliminated,5,AB
2017abca,frc6403,46.65516345637637,28,None,None,None,5,AB
2017abca,frc6406,91.69217584269701,16,5,1,eliminated,5,AB
2017abca,frc6408,62.96867072226215,37,None,None,None,5,AB
2017abca,frc6458,80.38854397431024,11,7,0,eliminated,5,AB
2017abca,frc6485,5.8192989332491205,48,None,None,None,5,AB
2017abca,frc6563,37.50838488834445,25,None,None,None,5,AB
2017abca,frc6603,None,None,None,None,None,5,AB
2017abca,frc6673,37.25556588225517,32,None,None,None,5,AB
2017abca,frc6679,105.93585615606901,8,6,0,eliminated,5,AB
2017abca,frc6681,None,None,None,None,None,5,AB
2017abca,frc6700,38.71254073837798,19,None,None,None,5,AB
2017abca,frc6701,54.00292628356813,18,None,None,None,5,AB
2017abca,frc6703,23.714329842380216,45,None,None,None,5,AB
2017abca,frc6719,22.885767779470612,41,None,None,None,5,AB
2017abca,frc6724,45.361131958843195,40,None,None,None,5,AB
2017alhu,frc1108,59.0656221089768,21,1,2,eliminated,3,AL
2017alhu,frc1319,105.7892166716084,5,5,0,eliminated,3,AL
2017alhu,frc1369,63.55476138849548,42,7,1,eliminated,3,AL
2017alhu,frc1539,71.86980499223479,35,None,None,None,3,AL
2017alhu,frc1706,88.68250308966685,4,4,0,eliminated,3,AL
2017alhu,frc1758,87.16351107793271,13,None,None,None,3,AL
2017alhu,frc179,105.15437487659929,14,2,1,won,3,AL
2017alhu,frc180,127.72464130032597,2,2,0,won,3,AL
2017alhu,frc2010,106.51680317343708,9,7,0,eliminated,3,AL
2017alhu,frc2016,82.42007704615916,10,8,0,eliminated,3,AL
2017alhu,frc2386,54.49116819792894,44,None,None,None,3,AL
2017alhu,frc2556,69.29685566648341,27,6,1,eliminated,3,AL
2017alhu,frc2783,76.83060757071682,12,5,2,eliminated,3,AL
2017alhu,frc2815,63.74969728197743,24,6,2,eliminated,3,AL
2017alhu,frc2973,27.898520920248114,23,None,None,None,3,AL
2017alhu,frc3139,50.99736639267891,22,None,None,None,3,AL
2017alhu,frc3319,63.95783872340566,25,None,None,None,3,AL
2017alhu,frc34,86.15418662823997,29,8,2,eliminated,3,AL
2017alhu,frc343,108.41742682824166,19,7,2,eliminated,3,AL
2017alhu,frc3490,94.21818415032611,7,4,1,eliminated,3,AL
2017alhu,frc3814,105.06929074673363,3,3,0,eliminated,3,AL
2017alhu,frc3861,40.511617637234096,38,None,None,None,3,AL
2017alhu,frc3959,97.4812702721193,11,2,2,won,3,AL
2017alhu,frc4013,30.858437458232842,46,None,None,None,3,AL
2017alhu,frc4256,69.0786318289946,20,3,2,eliminated,3,AL
2017alhu,frc442,36.43928317957899,39,None,None,None,3,AL
2017alhu,frc4451,121.37851882680849,1,1,0,eliminated,3,AL
2017alhu,frc4471,50.6743978500035,28,None,None,None,3,AL
2017alhu,frc4707,29.87988405611909,45,None,None,None,3,AL
2017alhu,frc4740,15.598839778825962,50,None,None,None,3,AL
2017alhu,frc4924,68.35525108285422,31,None,None,None,3,AL
2017alhu,frc4965,74.32022686249623,6,3,1,eliminated,3,AL
2017alhu,frc5005,66.52027540497524,30,None,None,None,3,AL
2017alhu,frc5045,43.33453321780036,47,None,None,None,3,AL
2017alhu,frc5058,33.396304595783675,17,None,None,None,3,AL
2017alhu,frc538,63.293913920525135,18,None,None,None,3,AL
2017alhu,frc547,48.58781967361974,43,None,None,None,3,AL
2017alhu,frc5551,31.903911157064336,48,None,None,None,3,AL
2017alhu,frc5616,55.62769408528361,36,None,None,None,3,AL
2017alhu,frc5721,72.9708297300828,32,None,None,None,3,AL
2017alhu,frc5842,95.27395447009948,16,1,1,eliminated,3,AL
2017alhu,frc5845,57.27901231247957,40,None,None,None,3,AL
2017alhu,frc5858,57.20270776572267,34,None,None,None,3,AL
2017alhu,frc6055,71.6509337300511,33,8,1,eliminated,3,AL
2017alhu,frc6107,22.942453389038036,37,None,None,None,3,AL
2017alhu,frc6366,85.61976315512916,41,4,2,eliminated,3,AL
2017alhu,frc6373,28.43620860920025,49,None,None,None,3,AL
2017alhu,frc6396,66.7513181869153,8,6,0,eliminated,3,AL
2017alhu,frc6491,53.882268940544954,26,None,None,None,3,AL
2017alhu,frc79,89.55645567359008,15,5,1,eliminated,3,AL
2017arc,frc1025,109.34987543407112,17,3,3,eliminated,None,MO
2017arc,frc1058,146.56385312420755,1,1,0,won,None,MO
2017arc,frc1075,104.05021182071542,24,None,None,None,None,MO
2017arc,frc1111,102.0589095089772,20,None,None,None,None,MO
2017arc,frc1325,104.2623467899372,23,8,2,eliminated,None,MO
2017arc,frc144,98.88189330201877,49,None,None,None,None,MO
2017arc,frc1629,95.49078077627041,39,5,3,eliminated,None,MO
2017arc,frc1640,105.16169721276967,33,1,2,won,None,MO
2017arc,frc1721,96.93591573606912,25,None,None,None,None,MO
2017arc,frc1730,125.77894585090911,7,6,0,eliminated,None,MO
2017arc,frc1810,100.05723635645819,28,None,None,None,None,MO
2017arc,frc188,130.1420957256067,16,3,1,eliminated,None,MO
2017arc,frc1880,134.19063492343372,10,7,3,eliminated,None,MO
2017arc,frc1987,109.10467000791765,29,7,2,eliminated,None,MO
2017arc,frc2075,111.40066008930894,30,None,None,None,None,MO
2017arc,frc2137,78.92146572733316,54,1,3,won,None,MO
2017arc,frc217,123.8826434553082,6,5,0,eliminated,None,MO
2017arc,frc222,97.91227894694849,13,4,3,eliminated,None,MO
2017arc,frc2220,86.60228576726739,53,None,None,None,None,MO
2017arc,frc225,128.2254732358909,2,2,0,eliminated,None,MO
2017arc,frc2337,85.0513759888266,46,4,1,eliminated,None,MO
2017arc,frc2338,89.66505065492866,59,None,None,None,None,MO
2017arc,frc2363,95.75013382053444,37,4,2,eliminated,None,MO
2017arc,frc2421,73.97254694127238,62,None,None,None,None,MO
2017arc,frc245,140.20542925399928,4,3,0,eliminated,None,MO
2017arc,frc2574,130.93677801802576,41,None,None,None,None,MO
2017arc,frc2590,117.89994319212964,12,6,2,eliminated,None,MO
2017arc,frc2611,114.01657223175171,5,4,0,eliminated,None,MO
2017arc,frc2834,119.01739179718255,15,5,2,eliminated,None,MO
2017arc,frc2977,115.37039420474267,34,None,None,None,None,MO
2017arc,frc3044,90.59023659742857,31,None,None,None,None,MO
2017arc,frc3090,60.76951602958738,65,None,None,None,None,MO
2017arc,frc3138,73.85983752102328,60,None,None,None,None,MO
2017arc,frc3176,93.65943445494185,52,None,None,None,None,MO
2017arc,frc3357,109.29686199105882,51,6,1,eliminated,None,MO
2017arc,frc3467,102.56869935066021,9,8,0,eliminated,None,MO
2017arc,frc3539,118.19517793916576,22,3,2,eliminated,None,MO
2017arc,frc3623,104.14021919958505,38,None,None,None,None,MO
2017arc,frc3770,105.55174935159701,27,None,None,None,None,MO
2017arc,frc3793,99.21948673484498,55,None,None,None,None,MO
2017arc,frc3799,89.44641390711108,40,None,None,None,None,MO
2017arc,frc3990,81.7889566248719,45,None,None,None,None,MO
2017arc,frc401,75.69072778796485,50,None,None,None,None,MO
2017arc,frc4464,120.68120798066472,43,None,None,None,None,MO
2017arc,frc4476,74.43137583041081,32,8,3,eliminated,None,MO
2017arc,frc4779,107.94820982661787,19,6,3,eliminated,None,MO
2017arc,frc4926,96.38030773943736,26,None,None,None,None,MO
2017arc,frc4970,92.18828871259836,57,None,None,None,None,MO
2017arc,frc5172,123.92970568527431,18,5,1,eliminated,None,MO
2017arc,frc5243,80.79203764556047,44,None,None,None,None,MO
2017arc,frc5464,65.64619480327974,64,None,None,None,None,MO
2017arc,frc558,124.21518058363156,11,2,1,eliminated,None,MO
2017arc,frc5709,93.19125845303238,35,None,None,None,None,MO
2017arc,frc5847,100.6658521833361,8,7,0,eliminated,None,MO
2017arc,frc6317,78.62589409868015,61,None,None,None,None,MO
2017arc,frc6334,95.60509856152633,42,2,2,eliminated,None,MO
2017arc,frc6344,110.86813927842232,14,None,None,None,None,MO
2017arc,frc6401,72.8100994359256,63,None,None,None,None,MO
2017arc,frc6451,108.79942522933214,48,None,None,None,None,MO
2017arc,frc648,64.16019523295378,66,None,None,None,None,MO
2017arc,frc67,136.41125195974,3,1,1,won,None,MO
2017arc,frc6746,85.3634951630158,58,None,None,None,None,MO
2017arc,frc70,91.32663172584661,21,7,1,eliminated,None,MO
2017arc,frc865,119.46143633111896,56,2,3,eliminated,None,MO
2017arc,frc93,71.26847172663405,47,None,None,None,None,MO
2017arc,frc930,107.79343442831032,36,8,1,eliminated,None,MO
2017arli,frc141,80.82568246120043,10,7,1,eliminated,1,AR
2017arli,frc1421,52.36719245300318,26,5,1,eliminated,1,AR
2017arli,frc16,112.56567694401244,4,1,1,won,1,AR
2017arli,frc1764,57.90117424910463,38,None,None,None,1,AR
2017arli,frc1775,76.76939999358794,21,6,1,eliminated,1,AR
2017arli,frc1912,53.91052472503157,15,None,None,None,1,AR
2017arli,frc2004,29.28885140408569,46,None,None,None,1,AR
2017arli,frc2080,79.75924910319924,7,5,0,eliminated,1,AR
2017arli,frc2333,76.40416853425351,33,3,2,eliminated,1,AR
2017arli,frc2992,96.94666658073038,2,2,0,eliminated,1,AR
2017arli,frc3039,93.71349045746766,12,4,1,eliminated,1,AR
2017arli,frc3061,81.71350896438359,36,None,None,None,1,AR
2017arli,frc3160,60.892629684800255,16,8,2,eliminated,1,AR
2017arli,frc3310,131.89953163887066,1,1,0,won,1,AR
2017arli,frc3319,52.20777758463083,28,4,2,eliminated,1,AR
2017arli,frc3337,42.279812705586636,44,None,None,None,1,AR
2017arli,frc3350,15.784872896315505,51,None,None,None,1,AR
2017arli,frc3468,30.304179491765304,31,None,None,None,1,AR
2017arli,frc3507,72.75366496320811,8,6,0,eliminated,1,AR
2017arli,frc3612,68.58508687452226,34,None,None,None,1,AR
2017arli,frc3616,78.68099455398331,11,8,0,eliminated,1,AR
2017arli,frc364,44.40638119611555,40,5,2,eliminated,1,AR
2017arli,frc3937,113.71507977969661,5,2,1,eliminated,1,AR
2017arli,frc3991,72.31721659656293,24,1,2,won,1,AR
2017arli,frc4490,68.97928910638414,13,None,None,None,1,AR
2017arli,frc4522,73.09791938943825,3,3,0,eliminated,1,AR
2017arli,frc4523,73.09090728957324,9,7,0,eliminated,1,AR
2017arli,frc4524,28.874167812408118,49,None,None,None,1,AR
2017arli,frc4576,30.632008439159904,45,None,None,None,1,AR
2017arli,frc4635,98.38234566179064,20,3,1,eliminated,1,AR
2017arli,frc5002,40.228035539924385,25,None,None,None,1,AR
2017arli,frc5006,72.8454242408636,18,6,2,eliminated,1,AR
2017arli,frc5045,63.323383365947855,27,None,None,None,1,AR
2017arli,frc5153,55.902961645967785,22,None,None,None,1,AR
2017arli,frc5437,119.04855971560256,6,4,0,eliminated,1,AR
2017arli,frc5454,1.281042487663166,42,None,None,None,1,AR
2017arli,frc5541,41.25291156818974,29,None,None,None,1,AR
2017arli,frc5568,42.78239295234985,32,None,None,None,1,AR
2017arli,frc5721,-5.394878948782693,41,None,None,None,1,AR
2017arli,frc5729,43.516717662057665,47,None,None,None,1,AR
2017arli,frc5889,60.58629129331543,14,8,1,eliminated,1,AR
2017arli,frc6055,60.51271241910266,23,7,2,eliminated,1,AR
2017arli,frc6131,50.080440021951794,35,None,None,None,1,AR
2017arli,frc6183,50.925048539213456,17,None,None,None,1,AR
2017arli,frc6186,-4.362774928923601,50,None,None,None,1,AR
2017arli,frc6492,32.211208056115204,30,None,None,None,1,AR
2017arli,frc6586,24.81024224040818,43,None,None,None,1,AR
2017arli,frc6602,46.60544392859823,19,None,None,None,1,AR
2017arli,frc6640,59.376513455159944,37,2,2,eliminated,1,AR
2017arli,frc6728,3.3524659200601787,48,None,None,None,1,AR
2017arli,frc938,26.015504622304743,39,None,None,None,1,AR
2017aurb,frc4537,None,None,None,None,None,None,
2017aurb,frc4613,None,None,None,None,None,None,
2017aurb,frc4729,None,None,None,None,None,None,
2017aurb,frc4739,None,None,None,None,None,None,
2017aurb,frc4774,None,None,None,None,None,None,
2017aurb,frc4801,None,None,None,None,None,None,
2017aurb,frc5087,None,None,None,None,None,None,
2017aurb,frc5573,None,None,None,None,None,None,
2017aurb,frc5584,None,None,None,None,None,None,
2017aurb,frc5876,None,None,None,None,None,None,
2017aurb,frc6061,None,None,None,None,None,None,
2017aurb,frc6510,None,None,None,None,None,None,
2017aurb,frc6579,None,None,None,None,None,None,
2017ausc,frc1772,105.67508062997797,2,1,1,won,1,NSW
2017ausc,frc3132,91.08253226780973,11,2,1,eliminated,1,NSW
2017ausc,frc4253,111.07268243269542,7,5,0,eliminated,1,NSW
2017ausc,frc4537,110.32262848530894,6,4,1,eliminated,1,NSW
2017ausc,frc4613,130.2652820663216,1,1,0,won,1,NSW
2017ausc,frc4739,41.32910200248104,12,7,0,eliminated,1,NSW
2017ausc,frc4774,52.01042887087252,10,6,0,eliminated,1,NSW
2017ausc,frc4801,13.435060468412303,27,None,None,None,1,NSW
2017ausc,frc4817,57.97375997048353,5,4,0,eliminated,1,NSW
2017ausc,frc5087,63.499764038115494,14,6,1,eliminated,1,NSW
2017ausc,frc5331,73.37487954640679,9,5,1,eliminated,1,NSW
2017ausc,frc5573,None,None,None,None,None,1,NSW
2017ausc,frc5584,40.70583002992377,13,7,1,eliminated,1,NSW
2017ausc,frc5593,67.39904328442861,18,8,1,eliminated,1,NSW
2017ausc,frc5893,42.64815055807282,21,8,2,eliminated,1,NSW
2017ausc,frc5983,33.421000687907664,19,7,2,eliminated,1,NSW
2017ausc,frc5985,83.93160076322039,4,3,0,eliminated,1,NSW
2017ausc,frc6035,13.923826767090958,28,6,2,eliminated,1,NSW
2017ausc,frc6061,88.10621765813455,3,2,0,eliminated,1,NSW
2017ausc,frc6062,52.121956842443595,20,None,None,None,1,NSW
2017ausc,frc6083,26.372462806453868,24,5,2,eliminated,1,NSW
2017ausc,frc6118,29.624455835204586,23,None,None,None,1,NSW
2017ausc,frc6191,26.9985213944303,26,2,2,eliminated,1,NSW
2017ausc,frc6204,56.604004998844566,16,4,2,eliminated,1,NSW
2017ausc,frc6511,None,None,None,None,None,1,NSW
2017ausc,frc6520,52.500127573246125,15,8,0,eliminated,1,NSW
2017ausc,frc6522,54.95130885031564,25,None,None,None,1,NSW
2017ausc,frc6523,36.51512160879524,22,1,2,won,1,NSW
2017ausc,frc6525,28.92045125652196,17,3,2,eliminated,1,NSW
2017ausc,frc6579,101.6313849727453,8,3,1,eliminated,1,NSW
2017ausp,frc1772,95.28626551452786,9,3,1,eliminated,2,NSW
2017ausp,frc3132,99.84343274040936,7,1,1,won,2,NSW
2017ausp,frc4253,113.73555125849418,3,3,0,eliminated,2,NSW
2017ausp,frc4529,12.45827731515291,30,None,None,None,2,NSW
2017ausp,frc4613,107.3759134442563,1,1,0,won,2,NSW
2017ausp,frc4614,38.0783187537564,34,None,None,None,2,NSW
2017ausp,frc4729,29.802354090073017,22,None,None,None,2,NSW
2017ausp,frc4739,38.20268596377137,31,None,None,None,2,NSW
2017ausp,frc4774,54.390810216095296,10,7,0,eliminated,2,NSW
2017ausp,frc4802,26.90789613347536,33,None,None,None,2,NSW
2017ausp,frc5087,89.94809131569293,20,4,1,eliminated,2,NSW
2017ausp,frc5331,90.51494304527105,16,6,1,eliminated,2,NSW
2017ausp,frc5333,8.973667795266792,38,None,None,None,2,NSW
2017ausp,frc5564,17.54079883981757,35,None,None,None,2,NSW
2017ausp,frc5565,None,None,None,None,None,2,NSW
2017ausp,frc5606,115.43544862961525,2,2,0,eliminated,2,NSW
2017ausp,frc5648,72.61674307867825,24,1,2,won,2,NSW
2017ausp,frc5663,84.57163289012476,13,7,1,eliminated,2,NSW
2017ausp,frc5876,54.947960164802524,37,None,None,None,2,NSW
2017ausp,frc5985,99.04696282492077,14,5,1,eliminated,2,NSW
2017ausp,frc5988,39.5089153497456,17,4,2,eliminated,2,NSW
2017ausp,frc6007,30.74225832970133,32,None,None,None,2,NSW
2017ausp,frc6035,50.676461964353024,15,8,2,eliminated,2,NSW
2017ausp,frc6050,82.14193557183414,21,5,2,eliminated,2,NSW
2017ausp,frc6063,51.60385821952212,8,6,0,eliminated,2,NSW
2017ausp,frc6187,36.739532106676414,11,8,0,eliminated,2,NSW
2017ausp,frc6432,76.56504428782324,12,8,1,eliminated,2,NSW
2017ausp,frc6434,63.06133435552943,25,3,2,eliminated,2,NSW
2017ausp,frc6440,-3.4272249269176385,39,None,None,None,2,NSW
2017ausp,frc6447,38.5356023974136,23,None,None,None,2,NSW
2017ausp,frc6449,19.838271451308927,36,None,None,None,2,NSW
2017ausp,frc6476,74.54251679462176,29,6,2,eliminated,2,NSW
2017ausp,frc6508,105.82259991311457,6,5,0,eliminated,2,NSW
2017ausp,frc6509,56.12183908805633,5,2,1,eliminated,2,NSW
2017ausp,frc6510,83.87644484756102,19,7,2,eliminated,2,NSW
2017ausp,frc6524,48.88695824512482,26,2,2,eliminated,2,NSW
2017ausp,frc6575,26.049755909054166,18,None,None,None,2,NSW
2017ausp,frc6579,103.06676973585905,4,4,0,eliminated,2,NSW
2017ausp,frc6653,None,None,None,None,None,2,NSW
2017ausp,frc6734,None,None,None,None,None,2,NSW
2017ausp,frc6769,26.058282314677346,28,None,None,None,2,NSW
2017ausp,frc6770,39.13009293456894,27,None,None,None,2,NSW
2017ausp,frc6771,None,None,None,None,None,2,NSW
2017azcmp,frc1011,114.12110313226009,6,2,1,eliminated,None,AZ
2017azcmp,frc1492,103.26071448787012,13,3,2,won,None,AZ
2017azcmp,frc1726,115.74720465104598,2,2,0,eliminated,None,AZ
2017azcmp,frc2375,123.27388517421718,3,3,0,won,None,AZ
2017azcmp,frc2403,93.60584606482725,1,1,0,eliminated,None,AZ
2017azcmp,frc2449,43.225976090253766,25,None,None,None,None,AZ
2017azcmp,frc2478,120.42593433942866,7,1,1,eliminated,None,AZ
2017azcmp,frc2486,100.37426623404335,23,2,2,eliminated,None,AZ
2017azcmp,frc2662,67.8227837830178,10,None,None,None,None,AZ
2017azcmp,frc3019,53.13546934555669,17,None,None,None,None,AZ
2017azcmp,frc3577,42.652474981484545,15,None,None,None,None,AZ
2017azcmp,frc3944,114.45521811042343,5,4,1,eliminated,None,AZ
2017azcmp,frc4146,64.61094741161313,18,4,2,eliminated,None,AZ
2017azcmp,frc4183,73.06959272660912,14,None,None,None,None,AZ
2017azcmp,frc4565,61.967903678107945,26,None,None,None,None,AZ
2017azcmp,frc4841,74.10804930998071,21,None,None,None,None,AZ
2017azcmp,frc498,100.81523050204186,19,1,2,eliminated,None,AZ
2017azcmp,frc60,68.19879874719358,29,None,None,None,None,AZ
2017azcmp,frc6314,88.91289458757652,22,None,None,None,None,AZ
2017azcmp,frc6352,58.924568592879545,27,None,None,None,None,AZ
2017azcmp,frc6372,63.31521659534039,24,None,None,None,None,AZ
2017azcmp,frc6413,80.79368420319867,12,None,None,None,None,AZ
2017azcmp,frc6479,77.88476821207321,16,None,None,None,None,AZ
2017azcmp,frc6518,69.7933729467269,28,None,None,None,None,AZ
2017azcmp,frc6530,89.73258695557354,9,None,None,None,None,AZ
2017azcmp,frc6683,9.913261825817315,30,None,None,None,None,AZ
2017azcmp,frc698,121.52724146009808,11,None,None,None,None,AZ
2017azcmp,frc842,110.12373492817446,8,3,1,won,None,AZ
2017azcmp,frc991,79.00042387904641,4,4,0,eliminated,None,AZ
2017azcmp,frc996,51.95684704352005,20,None,None,None,None,AZ
2017azfl,frc1011,99.58753327745694,15,3,1,eliminated,1,AZ
2017azfl,frc115,91.7221996789087,16,1,1,won,1,AZ
2017azfl,frc1160,71.72020677990686,27,3,2,eliminated,1,AZ
2017azfl,frc1165,57.11248487404098,35,None,None,None,1,AZ
2017azfl,frc1197,82.81767149624346,20,7,2,eliminated,1,AZ
2017azfl,frc1492,87.63243528762547,8,7,0,eliminated,1,AZ
2017azfl,frc1828,39.299099617269064,22,None,None,None,1,AZ
2017azfl,frc192,111.7931691837273,1,1,0,won,1,AZ
2017azfl,frc2375,65.07666304977592,26,None,None,None,1,AZ
2017azfl,frc2478,50.911577270816785,31,5,2,eliminated,1,AZ
2017azfl,frc2486,92.75890591896662,17,5,1,eliminated,1,AZ
2017azfl,frc2647,10.828017472839425,48,None,None,None,1,AZ
2017azfl,frc3009,53.647174778827655,21,None,None,None,1,AZ
2017azfl,frc3019,42.65331484666875,12,4,2,eliminated,1,AZ
2017azfl,frc3187,28.64152013917065,41,None,None,None,1,AZ
2017azfl,frc3309,82.6716276964307,24,7,1,eliminated,1,AZ
2017azfl,frc3577,58.008907356763046,25,8,1,eliminated,1,AZ
2017azfl,frc3669,50.92747428670536,23,None,None,None,1,AZ
2017azfl,frc3785,62.58515417642105,29,None,None,None,1,AZ
2017azfl,frc4135,27.405347350803098,47,1,2,won,1,AZ
2017azfl,frc4146,58.132028320095074,14,2,2,eliminated,1,AZ
2017azfl,frc4153,67.52952033358872,10,6,1,eliminated,1,AZ
2017azfl,frc4183,70.71350057893592,18,6,2,eliminated,1,AZ
2017azfl,frc4355,53.91776929424512,28,None,None,None,1,AZ
2017azfl,frc4400,55.490032219549555,36,None,None,None,1,AZ
2017azfl,frc4565,97.47341405993255,9,8,0,eliminated,1,AZ
2017azfl,frc4841,41.262942243306995,42,None,None,None,1,AZ
2017azfl,frc498,88.94795621115676,6,5,0,eliminated,1,AZ
2017azfl,frc4985,44.50635318711299,32,None,None,None,1,AZ
2017azfl,frc5059,30.0788111994322,39,None,None,None,1,AZ
2017azfl,frc5207,38.07590372293177,33,None,None,None,1,AZ
2017azfl,frc5897,50.47713036362345,44,None,None,None,1,AZ
2017azfl,frc60,90.53672214155131,3,2,1,eliminated,1,AZ
2017azfl,frc6017,34.26107175364948,46,None,None,None,1,AZ
2017azfl,frc6127,31.442908497738827,43,None,None,None,1,AZ
2017azfl,frc6221,18.45532957127405,40,None,None,None,1,AZ
2017azfl,frc6314,85.80290993932545,4,3,0,eliminated,1,AZ
2017azfl,frc6413,63.758581488673414,7,6,0,eliminated,1,AZ
2017azfl,frc6482,44.69462465405908,34,None,None,None,1,AZ
2017azfl,frc6518,58.17662907217848,13,4,-1,eliminated,1,AZ
2017azfl,frc6530,102.196885224687,2,2,0,eliminated,1,AZ
2017azfl,frc6585,30.951913714187043,45,None,None,None,1,AZ
2017azfl,frc6641,31.826914011767833,38,None,None,None,1,AZ
2017azfl,frc6656,42.95097930207996,30,None,None,None,1,AZ
2017azfl,frc6697,28.99903462422884,37,None,None,None,1,AZ
2017azfl,frc6748,None,None,None,None,None,1,AZ
2017azfl,frc842,80.50138636491542,11,4,1,eliminated,1,AZ
2017azfl,frc991,75.11588102348553,19,8,2,eliminated,1,AZ
2017azfl,frc996,80.37692779746342,5,4,0,eliminated,1,AZ
2017azpx,frc1165,64.6660312225166,23,5,2,eliminated,5,AZ
2017azpx,frc1212,64.59420019777517,16,None,None,None,5,AZ
2017azpx,frc1290,49.613080491337456,37,None,None,None,5,AZ
2017azpx,frc1492,98.21524243493135,5,3,0,eliminated,5,AZ
2017azpx,frc1633,24.925656746102554,41,None,None,None,5,AZ
2017azpx,frc1726,92.33503351816145,18,6,1,eliminated,5,AZ
2017azpx,frc2375,107.64260406008361,32,7,2,eliminated,5,AZ
2017azpx,frc2403,115.31653093621699,17,7,1,eliminated,5,AZ
2017azpx,frc2449,71.32473579333937,28,None,None,None,5,AZ
2017azpx,frc2478,113.06625273088346,4,2,1,eliminated,5,AZ
2017azpx,frc2647,56.54583483487949,27,None,None,None,5,AZ
2017azpx,frc2662,63.38601112485222,9,6,0,eliminated,5,AZ
2017azpx,frc2840,40.79317510932468,25,None,None,None,5,AZ
2017azpx,frc2844,33.95623099654925,24,None,None,None,5,AZ
2017azpx,frc3019,81.40523946235771,20,2,2,eliminated,5,AZ
2017azpx,frc3133,21.703233960436027,34,None,None,None,5,AZ
2017azpx,frc3187,75.41266638962249,7,5,0,eliminated,5,AZ
2017azpx,frc3255,134.2155164490899,2,1,1,won,5,AZ
2017azpx,frc330,117.41600224918959,1,1,0,won,5,AZ
2017azpx,frc3321,14.5929502958508,40,None,None,None,5,AZ
2017azpx,frc3577,57.801965615899014,36,None,None,None,5,AZ
2017azpx,frc3853,14.594807488564907,38,None,None,None,5,AZ
2017azpx,frc3944,76.88880376865441,19,3,2,eliminated,5,AZ
2017azpx,frc4111,21.008422397979356,42,None,None,None,5,AZ
2017azpx,frc4146,58.62823178477588,29,None,None,None,5,AZ
2017azpx,frc4496,84.9889675287831,26,None,None,None,5,AZ
2017azpx,frc4565,119.806503481586,8,3,1,eliminated,5,AZ
2017azpx,frc4841,74.40283027178106,14,1,2,won,5,AZ
2017azpx,frc498,125.1390983969003,6,4,0,eliminated,5,AZ
2017azpx,frc5101,32.92383067544352,30,None,None,None,5,AZ
2017azpx,frc5200,16.56165761573292,39,None,None,None,5,AZ
2017azpx,frc5465,80.9360111001142,11,8,0,eliminated,5,AZ
2017azpx,frc6314,105.70077158355907,3,2,0,eliminated,5,AZ
2017azpx,frc6352,73.37397103963619,15,8,2,eliminated,5,AZ
2017azpx,frc6372,73.67852125622358,21,None,None,None,5,AZ
2017azpx,frc6413,85.1416946174748,22,5,1,eliminated,5,AZ
2017azpx,frc6479,73.16055231760878,31,4,2,eliminated,5,AZ
2017azpx,frc6674,32.98624931849972,10,7,0,eliminated,5,AZ
2017azpx,frc6683,31.54541642695136,35,None,None,None,5,AZ
2017azpx,frc696,109.13080588089294,33,4,1,eliminated,5,AZ
2017azpx,frc698,95.57384431657226,12,6,2,eliminated,5,AZ
